customer_id,signup_date,country,loyalty_score
100745,2025-10-18,Russia,0.306
100746,2025-10-08,Mexico,0.142
100747,2025-09-22,Mexico,0.324
100748,2024-06-12,Kazakhstan,0.305
100749,2024-06-03,USA,0.145
100750,2025-03-30,Kazakhstan,0.418
100751,2025-10-11,Mexico,0.037
100752,2025-07-07,Mexico,0.077
100753,2024-05-19,Russia,0.629
100754,2025-05-08,Belarus,0.294
100755,2024-12-05,Belarus,0.15
100756,2024-10-23,Belarus,0.128
100757,2024-11-29,Russia,0.365
100758,2024-12-31,USA,0.426
100759,2025-09-05,USA,0.211
100760,2025-06-14,Russia,0.169
100761,2024-01-28,USA,0.5
100762,2025-05-25,Belarus,0.366
100763,2024-07-30,Russia,0.308
100764,2024-08-14,Mexico,0.387
100765,2025-02-05,Kazakhstan,0.209
100766,2025-10-21,Mexico,0.149
100767,2024-02-14,Mexico,0.465
100768,2024-12-10,Belarus,0.093
100769,2024-06-07,Russia,0.17
100770,2025-09-04,Mexico,0.376
100771,2024-11-07,Mexico,0.078
100772,2025-07-26,USA,0.369
100773,2025-08-13,Russia,0.313
100774,2024-03-08,Mexico,0.554
100775,2025-05-24,USA,0.099
100776,2025-06-13,Russia,0.174
100777,2025-07-09,Kazakhstan,0.161
100778,2025-10-23,Russia,0.162
100779,2025-05-24,Russia,0.271
100780,2025-07-12,Russia,0.628
100781,2025-04-19,Russia,0.406
100782,2024-07-16,Russia,0.462
100783,2025-07-23,Mexico,0.594
100784,2025-04-14,Kazakhstan,0.219
100785,2025-04-01,Belarus,0.287
100786,2025-10-14,Russia,0.164
100787,2025-05-07,Russia,0.432
100788,2024-08-15,Mexico,0.529
100789,2024-07-21,Kazakhstan,0.387
100790,2024-08-07,Belarus,0.044
100791,2024-04-22,Kazakhstan,0.2
100792,2024-02-24,Belarus,0.3
100793,2025-05-21,USA,0.131
100794,2025-06-08,Russia,0.486
100795,2024-04-21,Kazakhstan,0.153
100796,2024-09-21,Mexico,0.435
100797,2025-09-08,Russia,0.529
100798,2025-07-14,USA,0.163
100799,2025-02-03,Kazakhstan,0.433
100800,2025-10-12,Russia,0.112
100801,2024-08-08,Mexico,0.367
100802,2025-07-19,Mexico,0.406
100803,2025-09-19,Mexico,0.23
100804,2025-02-01,USA,0.51
100805,2024-04-13,Russia,0.463
100806,2024-07-15,Belarus,0.079
100807,2024-12-10,Mexico,0.152
100808,2024-07-06,USA,0.396
100809,2024-03-02,Mexico,0.217
100810,2024-04-24,Belarus,0.431
100811,2025-10-08,Kazakhstan,0.518
100812,2024-09-13,Belarus,0.163
100813,2025-01-20,Belarus,0.113
100814,2024-10-21,USA,0.375
100815,2025-06-22,Mexico,0.569
100816,2024-03-08,Mexico,0.324
100817,2024-07-07,USA,0.287
100818,2025-01-26,Russia,0.129
100819,2025-06-21,Mexico,0.561
100820,2024-11-05,Kazakhstan,0.386
100821,2025-04-15,Mexico,0.509
100822,2025-06-20,Russia,0.322
100823,2025-03-07,Kazakhstan,0.37
100824,2025-07-03,Mexico,0.302
100825,2025-09-28,Russia,0.156
100826,2024-05-26,Russia,0.033
100827,2024-10-17,Kazakhstan,0.604
100828,2024-05-31,USA,0.349
100829,2024-10-05,Russia,0.192
100830,2024-01-02,Mexico,0.323
100831,2025-04-08,Russia,0.13
100832,2024-06-06,Russia,0.05
100833,2025-07-13,Belarus,0.124
100834,2025-04-26,Mexico,0.127
100835,2024-08-12,USA,0.481
100836,2024-10-31,USA,0.05
100837,2025-03-24,Russia,0.293
100838,2024-10-06,Mexico,0.422
100839,2024-05-20,Mexico,0.31
100840,2024-01-29,Kazakhstan,0.111
100841,2025-01-04,Mexico,0.247
100842,2024-12-22,USA,0.404
100843,2025-05-30,Kazakhstan,0.281
100844,2024-03-27,USA,0.049
100845,2024-02-13,Russia,0.097
100846,2025-05-08,Russia,0.201
100847,2025-05-02,Mexico,0.62
100848,2025-06-19,Russia,0.405
100849,2024-01-11,Belarus,0.591
100850,2025-03-15,Kazakhstan,0.611
100851,2025-10-04,Russia,0.097
100852,2025-05-26,Mexico,0.282
100853,2024-11-10,Mexico,0.392
100854,2024-11-14,Russia,0.311
100855,2024-10-01,Russia,0.125
100856,2024-02-06,Mexico,0.271
100857,2025-04-27,USA,0.446
100858,2024-12-26,USA,0.383
100859,2024-12-16,Kazakhstan,0.25
100860,2025-09-16,Russia,0.17
100861,2025-05-04,Kazakhstan,0.201
100862,2025-10-04,Russia,0.173
100863,2024-02-26,Kazakhstan,0.654
100864,2025-09-29,Russia,0.065
100865,2025-01-12,Russia,0.111
100866,2024-09-26,Kazakhstan,0.477
100867,2025-01-08,Russia,0.418
100868,2024-01-25,Kazakhstan,0.193
100869,2025-09-16,Mexico,0.406
100870,2025-02-25,Mexico,0.092
100871,2024-01-27,USA,0.377
100872,2025-09-04,USA,0.065
100873,2024-10-30,Mexico,0.189
100874,2024-03-20,USA,0.029
100875,2025-02-26,Kazakhstan,0.109
100876,2024-02-16,Mexico,0.339
100877,2025-01-04,Russia,0.227
100878,2025-05-25,Belarus,0.235
100879,2024-02-19,USA,0.434
100880,2025-06-13,Belarus,0.261
100881,2025-02-01,Kazakhstan,0.044
100882,2024-08-05,Mexico,0.06
100883,2024-05-28,Russia,0.114
100884,2024-01-08,Mexico,0.558
100885,2024-05-11,Russia,0.295
100886,2024-07-09,Russia,0.157
100887,2025-08-11,Russia,0.197
100888,2024-12-10,Russia,0.248
100889,2024-05-12,USA,0.06
100890,2025-05-12,Russia,0.08
100891,2024-10-31,Russia,0.107
100892,2025-07-13,Belarus,0.235
100893,2025-05-17,Mexico,0.59
100894,2025-09-17,Mexico,0.338
100895,2025-04-18,Kazakhstan,0.32
100896,2024-03-13,Russia,0.107
100897,2025-01-05,USA,0.16
100898,2024-10-11,Russia,0.08
100899,2025-06-24,Russia,0.528
100900,2024-04-13,Russia,0.203
100901,2024-11-08,Kazakhstan,0.085
100902,2025-07-07,USA,0.456
100903,2025-02-19,Mexico,0.09
100904,2024-01-26,Belarus,0.353
100905,2025-07-02,Belarus,0.093
100906,2024-09-02,Mexico,0.081
100907,2025-03-30,Mexico,0.222
100908,2025-03-13,Russia,0.18
100909,2025-03-06,Russia,0.425
100910,2024-10-06,Russia,0.332
100911,2024-09-29,Mexico,0.314
100912,2024-03-08,Mexico,0.313
100913,2025-01-09,Mexico,0.191
100914,2024-07-13,Russia,0.156
100915,2024-09-22,USA,0.433
100916,2024-04-22,Kazakhstan,0.064
100917,2025-05-13,USA,0.324
100918,2025-09-10,Belarus,0.176
100919,2024-09-11,Belarus,0.381
100920,2024-10-10,Mexico,0.434
100921,2024-11-08,Mexico,0.265
100922,2024-02-18,Mexico,0.508
100923,2025-05-21,Russia,0.554
100924,2025-08-13,Belarus,0.15
100925,2024-12-03,Russia,0.118
100926,2024-02-11,Russia,0.02
100927,2024-08-14,Russia,0.228
100928,2024-04-15,Kazakhstan,0.042
100929,2025-07-07,Russia,0.09
100930,2025-06-20,Mexico,0.112
100931,2024-09-12,Russia,0.499
100932,2024-09-09,Russia,0.206
100933,2025-07-19,USA,0.087
100934,2024-02-29,Russia,0.361
100935,2025-06-10,Kazakhstan,0.235
100936,2025-10-06,Russia,0.203
100937,2024-10-26,Russia,0.235
100938,2025-05-20,Kazakhstan,0.213
100939,2025-04-22,Mexico,0.638
100940,2025-08-23,Russia,0.302
100941,2024-01-24,Mexico,0.376
100942,2025-04-17,USA,0.118
100943,2024-09-18,Belarus,0.042
100944,2025-07-29,Russia,0.335
100945,2025-07-30,Russia,0.061
100946,2024-07-10,Russia,0.105
100947,2025-01-23,Russia,0.066
100948,2024-11-26,USA,0.336
100949,2025-01-08,Russia,0.031
100950,2025-07-11,Mexico,0.531
100951,2025-03-21,Mexico,0.302
100952,2025-05-21,Russia,0.209
100953,2025-03-30,Russia,0.196
100954,2024-06-16,Mexico,0.468
100955,2025-01-26,Mexico,0.422
100956,2024-09-11,Russia,0.249
100957,2024-10-08,USA,0.212
100958,2024-03-15,Russia,0.201
100959,2024-05-02,Kazakhstan,0.419
100960,2024-08-18,Russia,0.213
100961,2024-07-15,Mexico,0.225
100962,2025-03-02,Russia,0.652
100963,2024-07-15,Russia,0.271
100964,2024-06-15,Mexico,0.343
100965,2024-10-15,Kazakhstan,0.128
100966,2025-01-15,Mexico,0.178
100967,2025-10-31,Mexico,0.071
100968,2024-12-07,Belarus,0.569
100969,2024-08-24,Russia,0.219
100970,2024-08-03,Mexico,0.167
100971,2024-10-26,Russia,0.208
100972,2025-09-12,Russia,0.064
100973,2024-09-05,Kazakhstan,0.022
100974,2024-06-14,Russia,0.166
100975,2025-01-24,Russia,0.302
100976,2025-06-02,Mexico,0.276
100977,2025-09-27,Mexico,0.329
100978,2024-07-07,Russia,0.456
100979,2025-08-18,Kazakhstan,0.421
100980,2025-07-27,Russia,0.241
100981,2024-09-09,Belarus,0.293
100982,2024-08-12,Belarus,0.227
100983,2024-06-27,USA,0.148
100984,2024-07-31,Russia,0.689
100985,2025-08-15,USA,0.158
100986,2024-07-27,USA,0.536
100987,2024-11-26,Russia,0.333
100988,2025-09-18,Mexico,0.389
100989,2025-04-04,Mexico,0.333
100990,2024-03-28,Mexico,0.113
100991,2024-02-19,Russia,0.14
100992,2024-05-29,Mexico,0.301
100993,2025-08-03,USA,0.418
100994,2024-06-01,Russia,0.191
100995,2024-07-28,Kazakhstan,0.283
100996,2024-12-27,Russia,0.446
100997,2024-11-27,USA,0.159
100998,2024-02-20,Mexico,0.311
100999,2024-05-12,Russia,0.269
101000,2025-10-28,Mexico,0.383
101001,2024-10-08,Mexico,0.483
101002,2024-07-05,Russia,0.455
101003,2025-07-08,Belarus,0.055
101004,2024-11-08,Mexico,0.276
101005,2025-07-08,Russia,0.203
101006,2024-04-16,Kazakhstan,0.198
101007,2024-11-13,USA,0.261
101008,2025-06-26,Mexico,0.005
101009,2025-05-29,Kazakhstan,0.115
101010,2025-03-29,Russia,0.405
101011,2024-11-02,Russia,0.156
101012,2025-07-06,USA,0.299
101013,2024-09-07,Mexico,0.008
101014,2025-03-18,Mexico,0.173
101015,2024-12-31,Belarus,0.226
101016,2024-07-21,Belarus,0.315
101017,2024-05-14,Belarus,0.286
101018,2024-12-22,Mexico,0.456
101019,2024-07-31,Russia,0.116
101020,2024-12-12,Kazakhstan,0.36
101021,2025-04-18,Kazakhstan,0.045
101022,2025-06-21,Mexico,0.379
101023,2025-05-31,Russia,0.155
101024,2024-12-07,Russia,0.417
101025,2024-02-07,Russia,0.302
101026,2024-04-30,Russia,0.354
101027,2025-05-05,USA,0.402
101028,2025-02-02,Mexico,0.264
101029,2025-07-01,Mexico,0.079
101030,2024-11-24,Kazakhstan,0.765
101031,2024-10-25,Russia,0.447
101032,2024-06-13,Kazakhstan,0.437
101033,2024-02-11,USA,0.286
101034,2024-04-06,Kazakhstan,0.241
101035,2025-04-02,Mexico,0.241
101036,2025-01-23,Russia,0.184
101037,2024-06-13,Russia,0.223
101038,2024-08-31,Mexico,0.262
101039,2025-03-07,Kazakhstan,0.059
101040,2024-09-13,Russia,0.324
101041,2024-09-09,Russia,0.357
101042,2024-06-30,Mexico,0.672
101043,2025-03-02,Russia,0.018
101044,2025-08-19,Belarus,0.179
101045,2024-06-21,Russia,0.118
101046,2024-07-14,Mexico,0.121
101047,2024-11-15,Russia,0.198
101048,2024-05-07,Kazakhstan,0.417
101049,2024-12-17,USA,0.441
101050,2025-08-16,Mexico,0.199
101051,2025-02-26,Mexico,0.623
101052,2024-04-20,Russia,0.168
101053,2024-05-16,USA,0.325
101054,2024-02-21,Kazakhstan,0.335
101055,2025-10-06,USA,0.087
101056,2024-08-19,USA,0.197
101057,2024-07-12,Mexico,0.188
101058,2025-07-29,Mexico,0.156
101059,2024-07-24,Belarus,0.187
101060,2024-06-04,Mexico,0.29
101061,2024-06-20,Russia,0.187
101062,2024-09-22,USA,0.136
101063,2024-02-15,Mexico,0.347
101064,2025-03-05,Russia,0.33
101065,2024-10-10,Russia,0.25
101066,2025-10-12,Belarus,0.266
101067,2025-06-01,Mexico,0.166
101068,2024-09-14,Russia,0.325
101069,2025-04-20,USA,0.313
101070,2025-06-24,Russia,0.469
101071,2024-05-11,USA,0.439
101072,2024-04-17,Mexico,0.285
101073,2024-04-01,Kazakhstan,0.253
101074,2024-01-31,Russia,0.26
101075,2024-08-03,Russia,0.389
101076,2025-06-15,Russia,0.092
101077,2025-05-29,Mexico,0.332
101078,2024-09-10,Mexico,0.161
101079,2024-11-23,USA,0.315
101080,2025-05-29,Russia,0.331
101081,2025-09-10,USA,0.486
101082,2024-07-07,Russia,0.202
101083,2025-03-15,USA,0.325
101084,2025-02-01,USA,0.355
101085,2025-02-20,Russia,0.445
101086,2025-06-21,USA,0.339
101087,2025-05-29,Mexico,0.336
101088,2024-09-22,Mexico,0.313
101089,2025-05-17,USA,0.181
101090,2024-02-06,Belarus,0.278
101091,2024-08-18,Kazakhstan,0.175
101092,2024-05-25,Russia,0.562
101093,2024-06-21,USA,0.324
101094,2025-08-27,USA,0.299
101095,2024-10-20,Russia,0.013
101096,2024-02-18,Mexico,0.085
101097,2024-11-23,Russia,0.228
101098,2024-02-16,Russia,0.478
101099,2024-04-04,Russia,0.097
101100,2024-09-13,Belarus,0.035
101101,2024-10-22,Russia,0.518
101102,2024-06-04,Russia,0.215
101103,2025-03-04,Russia,0.67
101104,2024-11-28,Russia,0.126
101105,2024-03-31,Mexico,0.137
101106,2025-07-04,Russia,0.487
101107,2024-04-02,Kazakhstan,0.156
101108,2024-08-28,Belarus,0.335
101109,2024-04-26,Russia,0.248
101110,2025-09-24,Russia,0.209
101111,2024-07-08,USA,0.155
101112,2025-08-03,USA,0.082
101113,2025-10-06,USA,0.469
101114,2024-05-26,Russia,0.158
101115,2024-01-18,Mexico,0.431
101116,2024-01-10,Kazakhstan,0.16
101117,2024-05-03,Russia,0.223
101118,2024-09-25,Kazakhstan,0.173
101119,2024-04-20,USA,0.328
101120,2025-10-03,USA,0.096
101121,2024-11-13,Kazakhstan,0.43
101122,2025-07-22,Russia,0.125
101123,2024-01-11,USA,0.134
101124,2024-03-29,USA,0.222
101125,2024-11-02,Kazakhstan,0.297
101126,2024-04-18,Russia,0.313
101127,2024-04-19,Belarus,0.394
101128,2024-01-17,Mexico,0.468
101129,2024-06-29,Kazakhstan,0.282
101130,2025-05-26,Russia,0.322
101131,2025-06-14,Russia,0.076
101132,2024-12-06,Russia,0.122
101133,2024-05-03,Russia,0.156
101134,2024-10-28,Russia,0.212
101135,2025-02-17,USA,0.51
101136,2024-04-08,Russia,0.233
101137,2024-09-29,Mexico,0.107
101138,2025-07-05,Mexico,0.219
101139,2024-10-06,Kazakhstan,0.88
101140,2024-11-11,Belarus,0.119
101141,2025-07-01,Russia,0.125
101142,2025-03-25,Mexico,0.407
101143,2024-04-17,Mexico,0.088
101144,2025-02-12,Mexico,0.423
101145,2025-09-10,Kazakhstan,0.589
101146,2024-05-21,USA,0.318
101147,2025-08-21,USA,0.458
101148,2025-01-27,Belarus,0.025
101149,2025-03-23,Mexico,0.252
101150,2024-08-09,Russia,0.041
101151,2024-02-03,USA,0.352
101152,2024-01-18,Mexico,0.249
101153,2025-03-20,USA,0.579
101154,2025-10-20,Russia,0.628
101155,2025-02-06,USA,0.707
101156,2024-08-27,Russia,0.624
101157,2025-06-01,Belarus,0.364
101158,2025-09-25,Russia,0.356
101159,2024-05-23,Russia,0.223
101160,2024-03-10,Mexico,0.238
101161,2025-09-30,Russia,0.721
101162,2024-01-31,Kazakhstan,0.74
101163,2025-08-16,Russia,0.158
101164,2024-04-06,USA,0.636
101165,2024-03-17,Russia,0.137
101166,2024-07-04,Russia,0.819
101167,2024-07-30,USA,0.454
101168,2024-08-09,Mexico,0.632
101169,2024-01-22,Mexico,0.483
101170,2025-07-26,USA,0.33
101171,2025-07-10,Russia,0.401
101172,2025-03-31,Mexico,0.241
101173,2025-09-05,Mexico,0.136
101174,2025-09-20,Mexico,0.305
101175,2025-10-25,Mexico,0.46
101176,2024-09-08,Russia,0.362
101177,2025-02-13,Russia,0.44
101178,2025-05-26,Mexico,0.37
101179,2025-03-22,Belarus,0.193
101180,2025-06-14,Russia,0.112
101181,2025-03-30,Russia,0.221
101182,2024-09-16,Belarus,0.086
101183,2025-01-16,Russia,0.287
101184,2024-05-13,Mexico,0.307
101185,2025-09-30,Russia,0.499
101186,2025-08-22,Mexico,0.283
101187,2025-02-11,Russia,0.199
101188,2025-05-29,Kazakhstan,0.36
101189,2024-08-12,Russia,0.391
101190,2024-09-12,Mexico,0.296
101191,2024-12-09,Belarus,0.182
101192,2024-06-25,Russia,0.539
101193,2024-01-13,USA,0.402
101194,2024-09-21,Mexico,0.245
101195,2025-04-30,Russia,0.094
101196,2024-06-23,USA,0.469
101197,2025-04-09,Russia,0.021
101198,2025-02-05,USA,0.271
101199,2024-10-09,Russia,0.469
101200,2025-05-01,USA,0.516
101201,2025-07-24,Russia,0.223
101202,2025-09-29,Mexico,0.338
101203,2025-05-21,Russia,0.376
101204,2024-03-02,Kazakhstan,0.59
101205,2024-08-13,Mexico,0.187
101206,2024-12-19,Russia,0.245
101207,2024-02-21,Russia,0.505
101208,2024-10-07,Russia,0.491
101209,2024-03-29,Mexico,0.28
101210,2025-01-06,Russia,0.193
101211,2024-05-03,Kazakhstan,0.263
101212,2024-06-30,Russia,0.365
101213,2024-07-22,Russia,0.269
101214,2025-10-14,USA,0.237
101215,2024-10-26,Kazakhstan,0.171
101216,2025-01-07,Mexico,0.373
101217,2025-09-13,Mexico,0.308
101218,2024-01-10,Mexico,0.098
101219,2024-07-05,Russia,0.358
101220,2024-10-11,Russia,0.226
101221,2025-08-25,Kazakhstan,0.44
101222,2025-04-29,Russia,0.609
101223,2025-03-31,Russia,0.262
101224,2024-09-10,USA,0.22
101225,2025-07-25,Mexico,0.267
101226,2024-05-04,Kazakhstan,0.507
101227,2024-09-27,Russia,0.101
101228,2024-08-26,Mexico,0.3
101229,2024-01-03,Belarus,0.576
101230,2024-03-02,Russia,0.47
101231,2025-06-11,USA,0.714
101232,2025-09-24,USA,0.381
101233,2024-06-13,USA,0.422
101234,2024-02-21,Mexico,0.045
101235,2024-04-05,Belarus,0.438
101236,2024-02-09,Russia,0.423
101237,2025-06-19,Mexico,0.254
101238,2024-02-02,Russia,0.091
101239,2025-04-04,Belarus,0.334
101240,2025-06-15,Russia,0.285
101241,2024-05-22,Russia,0.162
101242,2024-06-02,Mexico,0.256
101243,2024-06-28,Russia,0.243
101244,2025-05-23,Mexico,0.362
101245,2025-09-21,Mexico,0.159
101246,2025-05-21,Mexico,0.392
101247,2024-06-28,Belarus,0.42
101248,2025-04-25,USA,0.43
101249,2025-04-15,Mexico,0.131
101250,2024-10-10,USA,0.376
101251,2024-03-27,USA,0.46
101252,2024-07-29,Russia,0.371
101253,2025-06-30,Russia,0.215
101254,2024-12-11,Kazakhstan,0.137
101255,2024-03-19,Russia,0.089
101256,2025-09-04,Russia,0.254
101257,2024-12-11,USA,0.117
101258,2024-08-21,Russia,0.187
101259,2024-01-24,Russia,0.228
101260,2025-01-18,Mexico,0.315
101261,2025-01-03,Russia,0.086
101262,2024-04-11,Russia,0.445
101263,2025-07-21,USA,0.161
101264,2024-12-03,Mexico,0.177
101265,2024-02-26,Kazakhstan,0.408
101266,2024-05-10,Russia,0.239
101267,2024-07-02,Russia,0.04
101268,2025-05-17,USA,0.056
101269,2025-05-27,Mexico,0.329
101270,2025-07-04,Russia,0.352
101271,2025-02-11,Mexico,0.527
101272,2025-09-01,Russia,0.31
101273,2024-07-28,Mexico,0.472
101274,2025-01-25,Russia,0.524
101275,2025-02-25,Russia,0.296
101276,2024-09-03,Russia,0.325
101277,2024-10-31,Russia,0.234
101278,2025-04-17,USA,0.23
101279,2025-07-31,USA,0.336
101280,2025-09-09,Mexico,0.256
101281,2024-07-15,Mexico,0.214
101282,2025-04-25,Russia,0.269
101283,2025-05-22,Russia,0.25
101284,2025-09-20,USA,0.339
101285,2025-03-01,USA,0.393
101286,2024-05-14,Kazakhstan,0.161
101287,2025-05-11,Mexico,0.298
101288,2024-04-24,USA,0.242
101289,2024-09-10,USA,0.14
101290,2024-11-23,Russia,0.135
101291,2025-04-30,Mexico,0.537
101292,2024-04-22,Kazakhstan,0.224
101293,2025-04-12,Kazakhstan,0.05
101294,2024-04-06,Kazakhstan,0.254
101295,2024-09-16,Russia,0.089
101296,2024-03-22,Russia,0.011
101297,2024-01-18,Mexico,0.566
101298,2024-08-06,Mexico,0.372
101299,2025-10-07,USA,0.226
101300,2025-01-10,Russia,0.13
101301,2025-04-23,Russia,0.195
101302,2024-06-02,Belarus,0.583
101303,2024-05-17,USA,0.219
101304,2025-08-29,Kazakhstan,0.133
101305,2025-05-04,Russia,0.353
101306,2024-11-23,Belarus,0.328
101307,2024-07-05,USA,0.355
101308,2025-07-31,USA,0.7
101309,2024-11-10,USA,0.296
101310,2024-02-05,Kazakhstan,0.363
101311,2025-07-30,Russia,0.202
101312,2024-10-06,USA,0.035
101313,2024-10-27,Mexico,0.312
101314,2024-09-12,USA,0.274
101315,2024-07-11,Kazakhstan,0.314
101316,2025-02-06,Russia,0.195
101317,2024-07-23,Russia,0.288
101318,2024-12-07,USA,0.556
101319,2024-02-21,USA,0.235
101320,2025-07-12,Russia,0.086
101321,2024-05-27,USA,0.164
101322,2025-02-09,Kazakhstan,0.16
101323,2024-06-30,Kazakhstan,0.625
101324,2024-05-04,Belarus,0.228
101325,2024-04-25,Russia,0.144
101326,2025-04-18,Russia,0.573
101327,2024-02-12,Russia,0.462
101328,2025-06-17,Russia,0.644
101329,2024-11-08,Kazakhstan,0.328
101330,2024-10-31,Russia,0.294
101331,2024-05-23,Mexico,0.48
101332,2024-08-27,Russia,0.081
101333,2025-05-09,Kazakhstan,0.572
101334,2025-08-19,Mexico,0.521
101335,2025-09-10,Russia,0.438
101336,2025-02-20,Kazakhstan,0.246
101337,2024-07-01,Belarus,0.483
101338,2024-02-21,Belarus,0.595
101339,2025-01-18,USA,0.241
101340,2025-01-04,Mexico,0.226
101341,2024-12-05,Russia,0.083
101342,2024-12-18,Mexico,0.234
101343,2024-02-20,Belarus,0.282
101344,2024-09-20,Mexico,0.294
101345,2024-03-24,Russia,0.209
101346,2025-07-26,Kazakhstan,0.311
101347,2025-08-15,Mexico,0.097
101348,2025-07-05,Mexico,0.122
101349,2024-11-13,Mexico,0.157
101350,2025-06-21,Russia,0.256
101351,2025-06-23,Mexico,0.037
101352,2024-08-21,Belarus,0.212
101353,2024-02-14,Mexico,0.351
101354,2025-07-19,USA,0.165
101355,2025-02-02,Kazakhstan,0.093
101356,2024-10-27,USA,0.342
101357,2025-08-02,USA,0.168
101358,2025-09-29,Mexico,0.122
101359,2025-08-03,Russia,0.231
101360,2024-01-09,Belarus,0.469
101361,2024-01-04,Russia,0.244
101362,2024-11-23,Mexico,0.462
101363,2024-12-15,USA,0.303
101364,2024-06-05,Russia,0.41
101365,2024-09-04,Mexico,0.544
101366,2025-01-14,Mexico,0.429
101367,2025-05-24,Russia,0.27
101368,2025-05-22,USA,0.692
101369,2024-02-19,Kazakhstan,0.468
101370,2024-09-13,Russia,0.286
101371,2024-06-26,Russia,0.256
101372,2024-07-12,Mexico,0.299
101373,2025-06-28,Russia,0.443
101374,2024-10-14,Kazakhstan,0.338
101375,2024-11-10,Russia,0.267
101376,2025-10-17,Belarus,0.269
101377,2024-10-30,Kazakhstan,0.371
101378,2025-05-18,Mexico,0.17
101379,2025-10-10,Mexico,0.541
101380,2025-10-16,Mexico,0.124
101381,2024-08-02,Russia,0.373
101382,2024-09-27,Russia,0.431
101383,2024-01-28,USA,0.395
101384,2025-05-16,USA,0.553
101385,2024-09-19,Mexico,0.437
101386,2024-01-09,USA,0.396
101387,2024-04-12,Mexico,0.505
101388,2024-04-29,Belarus,0.619
101389,2024-02-24,Kazakhstan,0.754
101390,2024-02-17,Russia,0.322
101391,2025-01-15,Kazakhstan,0.113
101392,2024-06-05,Russia,0.043
101393,2025-09-30,Kazakhstan,0.299
101394,2025-01-18,Kazakhstan,0.248
101395,2025-01-23,Russia,0.659
101396,2024-12-17,Kazakhstan,0.281
101397,2025-03-09,Russia,0.385
101398,2025-06-08,Mexico,0.52
101399,2024-08-04,Mexico,0.174
101400,2025-02-15,Belarus,0.095
101401,2025-01-17,Mexico,0.282
101402,2025-04-04,Belarus,0.413
101403,2025-05-19,Russia,0.169
101404,2025-05-26,Russia,0.356
101405,2025-01-29,USA,0.366
101406,2024-02-17,USA,0.061
101407,2025-06-21,Russia,0.121
101408,2025-10-10,Russia,0.147
101409,2025-01-03,USA,0.38
101410,2024-10-21,USA,0.21
101411,2024-05-12,Belarus,0.56
101412,2024-11-03,Mexico,0.18
101413,2025-01-25,Belarus,0.19
101414,2025-06-03,USA,0.161
101415,2024-11-24,Russia,0.521
101416,2024-05-01,Kazakhstan,0.269
101417,2024-04-21,Mexico,0.178
101418,2024-12-23,Russia,0.478
101419,2025-02-18,Mexico,0.192
101420,2025-08-14,Russia,0.57
101421,2025-07-01,Mexico,0.156
101422,2025-01-23,Mexico,0.369
101423,2024-03-31,Kazakhstan,0.503
101424,2025-07-07,USA,0.333
101425,2024-12-31,Mexico,0.114
101426,2025-07-18,Mexico,0.118
101427,2025-05-06,Russia,0.436
101428,2024-07-31,Russia,0.38
101429,2024-09-27,Mexico,0.039
101430,2024-10-03,USA,0.165
101431,2024-06-29,Mexico,0.217
101432,2025-05-30,USA,0.433
101433,2024-09-06,Russia,0.151
101434,2025-04-12,USA,0.357
101435,2024-12-28,USA,0.214
101436,2024-09-30,Mexico,0.536
101437,2025-04-05,Kazakhstan,0.363
101438,2024-04-26,Mexico,0.42
101439,2025-01-09,Russia,0.356
101440,2024-04-08,Mexico,0.27
101441,2024-03-12,Mexico,0.214
101442,2025-07-09,Belarus,0.294
101443,2025-07-01,Russia,0.592
101444,2025-03-27,Russia,0.38
101445,2025-09-10,Russia,0.248
101446,2025-02-10,Mexico,0.086
101447,2024-03-08,Russia,0.342
101448,2024-09-14,Russia,0.322
101449,2024-06-16,Russia,0.458
101450,2025-04-28,Kazakhstan,0.525
101451,2024-04-26,Belarus,0.085
101452,2025-02-08,USA,0.331
101453,2025-07-22,USA,0.051
101454,2024-05-02,USA,0.09
101455,2025-09-01,USA,0.38
101456,2025-04-16,Kazakhstan,0.303
101457,2024-01-30,Russia,0.307
101458,2024-12-23,USA,0.087
101459,2024-08-10,Russia,0.28
101460,2025-04-13,Mexico,0.761
101461,2024-05-08,Russia,0.406
101462,2024-11-25,Mexico,0.127
101463,2024-11-10,Russia,0.354
101464,2024-11-29,Kazakhstan,0.144
101465,2025-09-09,Russia,0.424
101466,2025-09-23,USA,0.297
101467,2024-02-17,Belarus,0.189
101468,2025-06-11,Mexico,0.487
101469,2024-04-24,Russia,0.222
101470,2024-04-15,Russia,0.477
101471,2024-11-22,USA,0.428
101472,2025-10-15,Mexico,0.174
101473,2024-12-17,Mexico,0.29
101474,2025-01-27,USA,0.236
101475,2025-05-14,Belarus,0.398
101476,2024-11-15,Russia,0.299
101477,2024-10-20,Belarus,0.336
101478,2025-04-11,Russia,0.384
101479,2024-04-04,Kazakhstan,0.151
101480,2025-08-12,Kazakhstan,0.444
101481,2024-08-24,Belarus,0.124
101482,2025-01-29,USA,0.43
101483,2025-10-20,Mexico,0.161
101484,2025-05-25,Kazakhstan,0.185
101485,2025-05-17,Mexico,0.209
101486,2025-06-30,USA,0.267
101487,2024-03-18,Mexico,0.124
101488,2024-10-22,Belarus,0.289
101489,2025-06-25,USA,0.148
101490,2024-06-24,Kazakhstan,0.302
101491,2024-07-27,Russia,0.412
101492,2025-08-11,Russia,0.056
